image,H,W,area
316,256,256,68
316,256,256,49
316,256,256,43
316,256,256,71
316,256,256,107
316,256,256,68
316,256,256,102
316,256,256,71
316,256,256,67
316,256,256,60
316,256,256,79
316,256,256,84
316,256,256,59
316,256,256,72
316,256,256,106
316,256,256,62
316,256,256,66
316,256,256,68
316,256,256,83
316,256,256,53
316,256,256,77
316,256,256,57
316,256,256,103
316,256,256,58
316,256,256,68
316,256,256,70
316,256,256,102
316,256,256,79
316,256,256,109
316,256,256,36
316,256,256,94
316,256,256,89
316,256,256,47
316,256,256,79
316,256,256,69
317,360,360,3096
317,360,360,255
317,360,360,2812
317,360,360,1021
317,360,360,1949
317,360,360,1551
317,360,360,1841
317,360,360,2142
317,360,360,24
317,360,360,124
317,360,360,56
317,360,360,3625
317,360,360,27
317,360,360,21
317,360,360,582
317,360,360,89
317,360,360,21
317,360,360,465
317,360,360,2340
317,360,360,2032
317,360,360,26
317,360,360,2243
317,360,360,99
317,360,360,1708
317,360,360,1094
317,360,360,477
317,360,360,54
317,360,360,1493
317,360,360,1505
317,360,360,2557
317,360,360,755
317,360,360,2225
317,360,360,2690
318,520,696,263
318,520,696,127
318,520,696,792
318,520,696,602
318,520,696,152
318,520,696,716
318,520,696,967
318,520,696,163
318,520,696,750
318,520,696,1016
318,520,696,991
318,520,696,855
318,520,696,559
318,520,696,424
318,520,696,841
318,520,696,541
318,520,696,463
318,520,696,976
318,520,696,737
318,520,696,1118
318,520,696,577
318,520,696,191
318,520,696,480
318,520,696,660
318,520,696,795
318,520,696,805
318,520,696,687
318,520,696,611
318,520,696,136
318,520,696,573
318,520,696,557
318,520,696,685
318,520,696,597
318,520,696,518
318,520,696,1039
318,520,696,79
318,520,696,230
318,520,696,310
318,520,696,337
318,520,696,501
318,520,696,680
318,520,696,783
318,520,696,245
318,520,696,677
318,520,696,462
318,520,696,528
318,520,696,879
318,520,696,747
318,520,696,422
318,520,696,118
318,520,696,857
318,520,696,815
318,520,696,426
318,520,696,1333
318,520,696,597
318,520,696,703
318,520,696,710
318,520,696,237
318,520,696,517
318,520,696,527
318,520,696,296
318,520,696,616
318,520,696,522
318,520,696,122
318,520,696,553
318,520,696,655
318,520,696,708
318,520,696,422
318,520,696,782
318,520,696,683
318,520,696,804
318,520,696,727
318,520,696,224
318,520,696,599
318,520,696,551
318,520,696,636
318,520,696,520
318,520,696,139
318,520,696,694
318,520,696,798
318,520,696,545
318,520,696,577
318,520,696,655
318,520,696,445
318,520,696,564
318,520,696,640
318,520,696,753
318,520,696,169
318,520,696,230
318,520,696,596
318,520,696,717
318,520,696,873
318,520,696,759
318,520,696,666
318,520,696,395
318,520,696,738
318,520,696,544
318,520,696,580
318,520,696,24
318,520,696,908
318,520,696,1085
318,520,696,421
318,520,696,908
318,520,696,517
318,520,696,844
318,520,696,778
318,520,696,858
318,520,696,482
318,520,696,749
318,520,696,934
318,520,696,522
319,256,320,532
319,256,320,354
319,256,320,672
319,256,320,169
319,256,320,514
319,256,320,115
319,256,320,472
319,256,320,97
319,256,320,328
319,256,320,268
319,256,320,470
319,256,320,193
319,256,320,488
319,256,320,311
319,256,320,80
319,256,320,314
319,256,320,495
319,256,320,603
319,256,320,857
319,256,320,261
319,256,320,51
319,256,320,79
319,256,320,903
319,256,320,398
319,256,320,103
319,256,320,478
319,256,320,610
319,256,320,22
319,256,320,240
319,256,320,524
319,256,320,263
319,256,320,480
319,256,320,415
319,256,320,51
319,256,320,304
319,256,320,143
319,256,320,659
319,256,320,293
319,256,320,463
319,256,320,104
319,256,320,130
319,256,320,375
319,256,320,49
319,256,320,220
319,256,320,178
320,360,360,2402
320,360,360,50
320,360,360,2898
320,360,360,1893
320,360,360,77
320,360,360,84
320,360,360,1658
320,360,360,311
320,360,360,1813
320,360,360,1780
320,360,360,1487
320,360,360,1754
320,360,360,2265
320,360,360,551
320,360,360,24
320,360,360,1956
320,360,360,375
320,360,360,25
320,360,360,104
320,360,360,70
320,360,360,1415
320,360,360,2043
320,360,360,961
320,360,360,2274
320,360,360,45
320,360,360,1887
320,360,360,188
320,360,360,1425
320,360,360,1487
320,360,360,24
320,360,360,581
320,360,360,327
320,360,360,3380
320,360,360,235
320,360,360,239
320,360,360,1916
320,360,360,2051
320,360,360,1532
320,360,360,119
320,360,360,1353
320,360,360,2350
320,360,360,1457
320,360,360,2246
320,360,360,38
321,256,320,782
321,256,320,389
321,256,320,523
321,256,320,212
321,256,320,675
321,256,320,309
321,256,320,430
321,256,320,335
321,256,320,803
321,256,320,1129
321,256,320,522
321,256,320,1598
321,256,320,838
321,256,320,316
321,256,320,459
321,256,320,793
321,256,320,867
321,256,320,891
321,256,320,971
321,256,320,102
321,256,320,234
321,256,320,499
321,256,320,873
321,256,320,998
321,256,320,427
321,256,320,41
321,256,320,309
321,256,320,601
321,256,320,974
321,256,320,498
321,256,320,439
321,256,320,171
321,256,320,143
322,256,256,123
322,256,256,533
322,256,256,403
322,256,256,473
322,256,256,637
322,256,256,305
322,256,256,354
322,256,256,169
322,256,256,589
322,256,256,455
322,256,256,540
322,256,256,504
322,256,256,273
322,256,256,417
322,256,256,574
322,256,256,332
322,256,256,428
322,256,256,250
322,256,256,526
322,256,256,481
322,256,256,486
322,256,256,347
322,256,256,390
322,256,256,398
322,256,256,380
322,256,256,167
322,256,256,257
322,256,256,650
322,256,256,493
322,256,256,418
323,256,256,158
323,256,256,198
323,256,256,62
323,256,256,143
323,256,256,52
323,256,256,67
323,256,256,147
323,256,256,118
323,256,256,82
323,256,256,77
323,256,256,59
323,256,256,101
323,256,256,139
323,256,256,85
323,256,256,32
323,256,256,80
323,256,256,71
323,256,256,109
323,256,256,110
324,360,360,1861
324,360,360,119
324,360,360,1808
324,360,360,1229
324,360,360,501
324,360,360,1821
324,360,360,1794
324,360,360,2033
324,360,360,928
324,360,360,2564
324,360,360,364
324,360,360,1586
324,360,360,415
324,360,360,2242
324,360,360,2453
324,360,360,1762
324,360,360,3312
324,360,360,151
324,360,360,2053
324,360,360,1966
324,360,360,974
324,360,360,2246
324,360,360,3213
324,360,360,2235
324,360,360,2399
325,360,360,2369
325,360,360,2015
325,360,360,927
325,360,360,475
325,360,360,1867
325,360,360,502
325,360,360,2089
325,360,360,2092
325,360,360,1767
325,360,360,2883
325,360,360,56
325,360,360,3028
325,360,360,1836
325,360,360,1423
325,360,360,2044
325,360,360,1827
325,360,360,1862
325,360,360,1608
325,360,360,1583
325,360,360,981
325,360,360,1374
325,360,360,2220
326,520,696,2305
326,520,696,2103
326,520,696,2085
326,520,696,2370
326,520,696,3037
326,520,696,2076
326,520,696,3185
326,520,696,1498
326,520,696,72
326,520,696,2101
326,520,696,2800
326,520,696,2136
327,256,320,426
327,256,320,419
327,256,320,281
327,256,320,363
327,256,320,226
327,256,320,53
327,256,320,219
327,256,320,365
327,256,320,390
327,256,320,169
327,256,320,49
327,256,320,150
327,256,320,368
327,256,320,501
327,256,320,304
327,256,320,54
327,256,320,157
327,256,320,347
327,256,320,110
327,256,320,231
327,256,320,118
327,256,320,585
327,256,320,456
327,256,320,455
327,256,320,158
327,256,320,608
327,256,320,345
327,256,320,145
327,256,320,252
327,256,320,634
327,256,320,213
327,256,320,209
327,256,320,375
327,256,320,613
327,256,320,177
327,256,320,223
327,256,320,526
327,256,320,1023
327,256,320,85
327,256,320,406
327,256,320,438
327,256,320,258
327,256,320,182
327,256,320,335
327,256,320,208
327,256,320,140
327,256,320,412
327,256,320,119
327,256,320,248
327,256,320,368
327,256,320,63
327,256,320,370
327,256,320,380
327,256,320,190
327,256,320,486
327,256,320,364
327,256,320,154
327,256,320,42
327,256,320,251
327,256,320,223
327,256,320,150
327,256,320,21
327,256,320,452
327,256,320,89
327,256,320,386
327,256,320,775
327,256,320,469
327,256,320,327
327,256,320,77
327,256,320,167
327,256,320,103
327,256,320,318
327,256,320,405
327,256,320,173
328,256,256,64
328,256,256,111
328,256,256,96
328,256,256,106
328,256,256,121
328,256,256,118
328,256,256,30
328,256,256,134
328,256,256,151
328,256,256,167
328,256,256,130
328,256,256,117
328,256,256,111
328,256,256,107
328,256,256,157
328,256,256,127
328,256,256,123
328,256,256,61
328,256,256,132
328,256,256,143
328,256,256,127
328,256,256,104
328,256,256,113
328,256,256,56
328,256,256,131
328,256,256,135
328,256,256,153
328,256,256,140
328,256,256,129
328,256,256,148
328,256,256,154
328,256,256,101
328,256,256,111
328,256,256,120
328,256,256,97
328,256,256,121
328,256,256,143
328,256,256,131
328,256,256,152
328,256,256,100
328,256,256,117
328,256,256,197
328,256,256,152
328,256,256,80
328,256,256,133
328,256,256,138
328,256,256,155
328,256,256,146
328,256,256,107
328,256,256,127
328,256,256,107
328,256,256,115
328,256,256,109
328,256,256,245
328,256,256,125
328,256,256,113
328,256,256,119
328,256,256,147
328,256,256,120
328,256,256,123
328,256,256,133
328,256,256,122
328,256,256,135
328,256,256,107
328,256,256,105
328,256,256,81
329,256,256,79
329,256,256,26
329,256,256,80
329,256,256,55
329,256,256,66
329,256,256,65
329,256,256,78
329,256,256,70
329,256,256,53
329,256,256,127
329,256,256,58
329,256,256,86
329,256,256,61
329,256,256,97
329,256,256,50
329,256,256,78
329,256,256,125
329,256,256,69
329,256,256,46
329,256,256,164
329,256,256,73
329,256,256,222
329,256,256,51
329,256,256,62
329,256,256,86
329,256,256,165
329,256,256,78
329,256,256,108
329,256,256,84
329,256,256,75
329,256,256,56
329,256,256,78
329,256,256,66
329,256,256,67
329,256,256,82
329,256,256,93
329,256,256,107
329,256,256,86
329,256,256,54
329,256,256,101
329,256,256,105
329,256,256,194
329,256,256,25
329,256,256,104
329,256,256,68
329,256,256,93
329,256,256,144
329,256,256,75
329,256,256,96
329,256,256,79
329,256,256,73
329,256,256,103
329,256,256,110
329,256,256,80
329,256,256,148
329,256,256,65
329,256,256,58
329,256,256,59
329,256,256,70
329,256,256,176
329,256,256,95
329,256,256,120
329,256,256,101
329,256,256,115
329,256,256,74
329,256,256,88
329,256,256,66
329,256,256,115
329,256,256,53
329,256,256,87
329,256,256,43
329,256,256,77
329,256,256,87
329,256,256,74
329,256,256,110
330,256,256,199
330,256,256,143
330,256,256,148
330,256,256,137
330,256,256,137
330,256,256,174
331,256,256,109
331,256,256,278
331,256,256,254
331,256,256,121
331,256,256,149
331,256,256,209
331,256,256,138
331,256,256,170
331,256,256,125
331,256,256,91
331,256,256,231
331,256,256,124
332,260,347,26
333,256,256,614
333,256,256,349
333,256,256,144
333,256,256,44
333,256,256,194
333,256,256,477
333,256,256,663
333,256,256,297
333,256,256,372
333,256,256,246
333,256,256,388
333,256,256,886
333,256,256,459
333,256,256,378
333,256,256,266
333,256,256,316
333,256,256,467
333,256,256,126
333,256,256,331
333,256,256,200
333,256,256,547
333,256,256,265
333,256,256,321
333,256,256,331
333,256,256,88
333,256,256,527
333,256,256,318
333,256,256,291
333,256,256,194
333,256,256,488
333,256,256,303
333,256,256,129
333,256,256,219
333,256,256,452
333,256,256,553
333,256,256,559
333,256,256,335
333,256,256,205
333,256,256,345
333,256,256,334
333,256,256,375
333,256,256,291
333,256,256,238
333,256,256,427
333,256,256,275
333,256,256,471
333,256,256,349
333,256,256,331
333,256,256,315
334,256,256,105
334,256,256,115
334,256,256,111
334,256,256,112
334,256,256,241
334,256,256,143
334,256,256,230
334,256,256,44
334,256,256,116
334,256,256,119
334,256,256,53
334,256,256,162
334,256,256,156
334,256,256,113
334,256,256,142
334,256,256,152
334,256,256,29
334,256,256,282
335,360,360,815
335,360,360,1953
335,360,360,2299
335,360,360,2726
335,360,360,605
335,360,360,1422
335,360,360,3674
335,360,360,1208
335,360,360,3646
335,360,360,1892
335,360,360,1876
335,360,360,1517
335,360,360,2024
335,360,360,2138
335,360,360,429
335,360,360,1152
335,360,360,2140
335,360,360,2915
335,360,360,2006
335,360,360,537
335,360,360,2281
335,360,360,3106
335,360,360,2583
335,360,360,74
335,360,360,729
336,256,256,312
336,256,256,97
336,256,256,477
336,256,256,336
336,256,256,145
336,256,256,177
336,256,256,447
336,256,256,529
336,256,256,205
336,256,256,174
336,256,256,226
336,256,256,291
336,256,256,338
336,256,256,435
336,256,256,79
336,256,256,221
336,256,256,142
336,256,256,235
336,256,256,21
336,256,256,288
336,256,256,344
336,256,256,97
336,256,256,323
336,256,256,54
336,256,256,68
336,256,256,116
336,256,256,21
336,256,256,229
336,256,256,219
336,256,256,377
336,256,256,409
336,256,256,342
336,256,256,440
336,256,256,31
336,256,256,221
336,256,256,295
336,256,256,266
336,256,256,798
336,256,256,61
336,256,256,333
336,256,256,259
336,256,256,391
336,256,256,396
336,256,256,222
336,256,256,255
336,256,256,232
336,256,256,134
336,256,256,364
337,360,360,5731
337,360,360,1694
337,360,360,2682
337,360,360,531
337,360,360,1949
337,360,360,1935
337,360,360,1175
337,360,360,2463
337,360,360,1949
337,360,360,87
337,360,360,2041
337,360,360,1599
337,360,360,2986
337,360,360,1899
337,360,360,42
337,360,360,3778
337,360,360,2236
337,360,360,359
337,360,360,390
337,360,360,1256
337,360,360,2970
338,520,696,383
338,520,696,635
338,520,696,470
338,520,696,473
338,520,696,413
338,520,696,568
338,520,696,311
338,520,696,443
338,520,696,585
338,520,696,279
338,520,696,297
338,520,696,131
338,520,696,525
338,520,696,156
338,520,696,577
338,520,696,732
338,520,696,419
338,520,696,540
338,520,696,556
338,520,696,184
338,520,696,658
338,520,696,384
338,520,696,30
338,520,696,423
338,520,696,201
338,520,696,430
338,520,696,516
338,520,696,420
338,520,696,591
338,520,696,580
338,520,696,419
338,520,696,541
338,520,696,496
338,520,696,507
338,520,696,599
338,520,696,528
338,520,696,379
338,520,696,475
338,520,696,415
338,520,696,480
338,520,696,328
338,520,696,532
338,520,696,398
338,520,696,568
338,520,696,468
338,520,696,566
338,520,696,477
338,520,696,586
338,520,696,183
338,520,696,294
338,520,696,488
338,520,696,136
338,520,696,449
338,520,696,489
338,520,696,405
338,520,696,653
338,520,696,428
338,520,696,562
338,520,696,140
338,520,696,441
338,520,696,389
338,520,696,395
338,520,696,309
338,520,696,544
338,520,696,444
338,520,696,83
338,520,696,329
338,520,696,415
338,520,696,120
338,520,696,427
338,520,696,567
338,520,696,161
338,520,696,511
338,520,696,452
338,520,696,512
338,520,696,88
338,520,696,716
338,520,696,663
338,520,696,451
338,520,696,349
338,520,696,416
338,520,696,451
338,520,696,528
338,520,696,458
338,520,696,612
338,520,696,676
338,520,696,429
338,520,696,582
338,520,696,95
338,520,696,527
338,520,696,391
338,520,696,508
338,520,696,495
338,520,696,453
338,520,696,359
338,520,696,421
338,520,696,397
338,520,696,466
338,520,696,672
338,520,696,501
338,520,696,390
338,520,696,224
339,256,320,401
339,256,320,301
339,256,320,75
339,256,320,80
339,256,320,83
339,256,320,132
339,256,320,368
339,256,320,765
339,256,320,756
339,256,320,588
339,256,320,67
339,256,320,81
339,256,320,180
339,256,320,38
339,256,320,1953
339,256,320,414
339,256,320,47
339,256,320,740
339,256,320,227
339,256,320,479
339,256,320,256
339,256,320,598
339,256,320,466
339,256,320,628
339,256,320,179
339,256,320,236
339,256,320,450
339,256,320,369
339,256,320,57
339,256,320,200
339,256,320,457
339,256,320,480
339,256,320,849
339,256,320,520
339,256,320,529
339,256,320,596
339,256,320,167
339,256,320,321
339,256,320,82
339,256,320,460
339,256,320,102
339,256,320,445
339,256,320,347
339,256,320,858
339,256,320,338
339,256,320,275
339,256,320,724
339,256,320,455
339,256,320,120
339,256,320,621
339,256,320,152
339,256,320,343
339,256,320,600
339,256,320,392
339,256,320,424
340,1024,1024,146
340,1024,1024,88
340,1024,1024,108
340,1024,1024,39
340,1024,1024,257
340,1024,1024,108
340,1024,1024,67
340,1024,1024,231
340,1024,1024,550
340,1024,1024,93
340,1024,1024,70
340,1024,1024,270
340,1024,1024,177
340,1024,1024,54
340,1024,1024,167
340,1024,1024,51
340,1024,1024,355
340,1024,1024,85
340,1024,1024,50
340,1024,1024,84
340,1024,1024,296
340,1024,1024,145
340,1024,1024,99
340,1024,1024,403
340,1024,1024,57
340,1024,1024,36
340,1024,1024,77
340,1024,1024,64
340,1024,1024,227
340,1024,1024,606
340,1024,1024,58
340,1024,1024,147
340,1024,1024,417
340,1024,1024,146
340,1024,1024,318
340,1024,1024,44
340,1024,1024,188
340,1024,1024,124
340,1024,1024,68
340,1024,1024,170
340,1024,1024,38
340,1024,1024,36
340,1024,1024,77
340,1024,1024,166
340,1024,1024,53
340,1024,1024,86
340,1024,1024,61
340,1024,1024,146
340,1024,1024,71
340,1024,1024,80
340,1024,1024,57
340,1024,1024,197
340,1024,1024,103
340,1024,1024,493
340,1024,1024,563
340,1024,1024,57
340,1024,1024,50
340,1024,1024,82
340,1024,1024,235
340,1024,1024,259
340,1024,1024,24
340,1024,1024,477
340,1024,1024,411
340,1024,1024,66
340,1024,1024,242
340,1024,1024,186
340,1024,1024,471
340,1024,1024,164
340,1024,1024,87
340,1024,1024,67
340,1024,1024,459
340,1024,1024,564
340,1024,1024,71
340,1024,1024,152
340,1024,1024,156
340,1024,1024,93
340,1024,1024,48
340,1024,1024,356
340,1024,1024,169
340,1024,1024,219
340,1024,1024,209
340,1024,1024,135
340,1024,1024,70
340,1024,1024,114
340,1024,1024,68
340,1024,1024,285
340,1024,1024,150
340,1024,1024,43
340,1024,1024,303
340,1024,1024,90
340,1024,1024,185
340,1024,1024,121
340,1024,1024,45
340,1024,1024,312
340,1024,1024,77
340,1024,1024,323
340,1024,1024,107
340,1024,1024,114
340,1024,1024,85
340,1024,1024,139
340,1024,1024,56
341,256,256,133
341,256,256,90
341,256,256,222
341,256,256,183
341,256,256,141
341,256,256,233
341,256,256,76
341,256,256,175
341,256,256,84
341,256,256,135
342,256,320,334
342,256,320,568
342,256,320,231
342,256,320,193
342,256,320,512
342,256,320,250
342,256,320,235
342,256,320,350
342,256,320,428
342,256,320,531
342,256,320,500
342,256,320,218
342,256,320,423
342,256,320,315
342,256,320,453
342,256,320,354
342,256,320,251
342,256,320,234
342,256,320,111
342,256,320,631
342,256,320,611
342,256,320,371
342,256,320,225
342,256,320,252
342,256,320,667
342,256,320,634
342,256,320,215
342,256,320,468
342,256,320,585
342,256,320,46
342,256,320,675
342,256,320,398
342,256,320,1019
342,256,320,92
342,256,320,359
342,256,320,319
342,256,320,52
342,256,320,80
342,256,320,251
342,256,320,285
342,256,320,401
342,256,320,463
342,256,320,290
342,256,320,525
342,256,320,103
342,256,320,260
342,256,320,353
342,256,320,651
342,256,320,321
342,256,320,432
342,256,320,745
342,256,320,404
342,256,320,577
342,256,320,324
342,256,320,193
342,256,320,253
342,256,320,422
342,256,320,410
342,256,320,331
342,256,320,549
342,256,320,575
342,256,320,657
342,256,320,245
342,256,320,651
343,520,696,2148
343,520,696,1234
343,520,696,1911
343,520,696,1841
343,520,696,640
343,520,696,2037
343,520,696,1842
343,520,696,2073
343,520,696,2300
343,520,696,1459
343,520,696,1915
343,520,696,1591
343,520,696,554
343,520,696,1747
343,520,696,1993
343,520,696,2456
343,520,696,120
343,520,696,2263
343,520,696,1754
343,520,696,157
343,520,696,2285
343,520,696,59
343,520,696,2010
344,512,640,1403
344,512,640,1544
344,512,640,352
344,512,640,568
344,512,640,1277
344,512,640,114
344,512,640,2874
344,512,640,346
344,512,640,3218
344,512,640,627
344,512,640,742
344,512,640,929
344,512,640,617
344,512,640,1925
344,512,640,1818
344,512,640,668
344,512,640,937
344,512,640,1107
344,512,640,190
344,512,640,545
344,512,640,592
344,512,640,1631
344,512,640,932
344,512,640,1689
344,512,640,1019
344,512,640,374
344,512,640,1781
344,512,640,334
344,512,640,1078
344,512,640,1011
344,512,640,662
344,512,640,1287
344,512,640,1558
344,512,640,2297
344,512,640,1999
344,512,640,1119
345,256,256,165
345,256,256,121
345,256,256,178
345,256,256,153
345,256,256,199
345,256,256,33
345,256,256,189
345,256,256,158
345,256,256,120
345,256,256,118
345,256,256,98
345,256,256,100
345,256,256,162
345,256,256,240
346,256,320,162
346,256,320,204
346,256,320,296
346,256,320,167
346,256,320,267
346,256,320,275
346,256,320,640
346,256,320,360
346,256,320,233
346,256,320,126
346,256,320,466
346,256,320,50
346,256,320,460
346,256,320,518
346,256,320,368
346,256,320,298
346,256,320,589
346,256,320,272
346,256,320,497
346,256,320,225
346,256,320,401
346,256,320,291
346,256,320,125
346,256,320,42
346,256,320,59
346,256,320,868
346,256,320,366
346,256,320,208
346,256,320,148
347,256,256,140
347,256,256,139
347,256,256,92
347,256,256,134
347,256,256,218
347,256,256,144
347,256,256,225
347,256,256,131
347,256,256,220
347,256,256,147
347,256,256,90
348,256,256,175
348,256,256,149
348,256,256,62
348,256,256,181
348,256,256,121
348,256,256,248
348,256,256,198
348,256,256,127
348,256,256,143
348,256,256,150
348,256,256,152
349,360,360,1730
349,360,360,2297
349,360,360,2997
349,360,360,2109
349,360,360,1900
349,360,360,1661
349,360,360,2052
349,360,360,151
349,360,360,663
349,360,360,1135
349,360,360,1577
349,360,360,2101
349,360,360,21
349,360,360,117
349,360,360,725
349,360,360,1658
349,360,360,2238
349,360,360,2474
349,360,360,2040
349,360,360,192
350,256,256,139
350,256,256,158
350,256,256,173
350,256,256,333
350,256,256,180
350,256,256,188
350,256,256,195
350,256,256,118
350,256,256,451
350,256,256,273
350,256,256,133
350,256,256,331
350,256,256,34
350,256,256,104
350,256,256,190
350,256,256,152
350,256,256,145
350,256,256,181
350,256,256,214
351,256,256,175
352,256,320,1382
352,256,320,1543
352,256,320,2519
352,256,320,368
352,256,320,1854
352,256,320,713
352,256,320,2452
352,256,320,788
352,256,320,2208
352,256,320,2148
352,256,320,973
352,256,320,1575
352,256,320,295
352,256,320,2455
352,256,320,2223
352,256,320,1213
352,256,320,2230
352,256,320,1316
353,520,696,428
353,520,696,423
353,520,696,480
353,520,696,523
353,520,696,520
354,360,360,2195
354,360,360,2114
354,360,360,940
354,360,360,1934
354,360,360,3054
354,360,360,360
354,360,360,1807
354,360,360,2350
354,360,360,203
354,360,360,2257
354,360,360,2001
354,360,360,2563
354,360,360,1043
354,360,360,643
354,360,360,797
354,360,360,1998
354,360,360,1702
354,360,360,1729
354,360,360,861
354,360,360,1757
355,520,696,635
355,520,696,593
355,520,696,621
355,520,696,854
355,520,696,564
355,520,696,220
355,520,696,904
355,520,696,538
355,520,696,739
355,520,696,560
355,520,696,766
355,520,696,645
355,520,696,252
355,520,696,585
355,520,696,684
355,520,696,594
355,520,696,613
355,520,696,420
355,520,696,907
355,520,696,742
355,520,696,284
355,520,696,736
355,520,696,607
355,520,696,354
355,520,696,747
355,520,696,689
355,520,696,745
355,520,696,636
355,520,696,585
355,520,696,560
355,520,696,511
355,520,696,1163
355,520,696,108
355,520,696,550
355,520,696,545
355,520,696,736
355,520,696,1057
355,520,696,607
355,520,696,561
355,520,696,682
355,520,696,609
355,520,696,534
355,520,696,617
355,520,696,473
355,520,696,976
355,520,696,572
355,520,696,652
355,520,696,566
355,520,696,581
355,520,696,657
355,520,696,667
355,520,696,866
355,520,696,78
355,520,696,665
355,520,696,610
355,520,696,695
355,520,696,522
355,520,696,313
355,520,696,582
355,520,696,473
355,520,696,801
355,520,696,752
355,520,696,685
355,520,696,630
355,520,696,872
355,520,696,631
355,520,696,504
355,520,696,728
355,520,696,632
355,520,696,377
355,520,696,1022
355,520,696,688
355,520,696,554
355,520,696,941
355,520,696,743
355,520,696,788
355,520,696,807
355,520,696,805
355,520,696,748
355,520,696,742
355,520,696,794
355,520,696,678
355,520,696,702
355,520,696,111
355,520,696,651
355,520,696,585
355,520,696,577
355,520,696,786
355,520,696,558
355,520,696,802
355,520,696,662
355,520,696,935
355,520,696,541
355,520,696,630
355,520,696,1337
355,520,696,962
355,520,696,564
355,520,696,755
355,520,696,574
355,520,696,566
355,520,696,547
355,520,696,726
355,520,696,746
355,520,696,876
355,520,696,568
355,520,696,328
355,520,696,770
355,520,696,809
355,520,696,486
355,520,696,561
355,520,696,579
355,520,696,529
355,520,696,671
355,520,696,686
355,520,696,636
355,520,696,656
355,520,696,1126
355,520,696,846
355,520,696,143
356,256,320,38
356,256,320,2220
356,256,320,921
356,256,320,237
356,256,320,913
356,256,320,1685
356,256,320,797
356,256,320,1262
356,256,320,349
356,256,320,35
356,256,320,527
356,256,320,1214
356,256,320,1746
356,256,320,2453
357,256,256,204
357,256,256,123
357,256,256,270
357,256,256,163
357,256,256,274
357,256,256,149
357,256,256,210
357,256,256,287
357,256,256,315
357,256,256,221
358,256,256,35
358,256,256,47
358,256,256,71
358,256,256,257
358,256,256,230
358,256,256,98
358,256,256,69
358,256,256,69
358,256,256,34
358,256,256,156
358,256,256,91
358,256,256,135
358,256,256,113
358,256,256,87
358,256,256,118
358,256,256,215
358,256,256,167
358,256,256,190
358,256,256,196
358,256,256,216
358,256,256,282
358,256,256,80
358,256,256,26
358,256,256,103
358,256,256,58
358,256,256,42
358,256,256,77
358,256,256,46
358,256,256,227
358,256,256,41
358,256,256,59
358,256,256,49
358,256,256,227
358,256,256,48
358,256,256,75
358,256,256,196
358,256,256,87
358,256,256,117
359,360,360,2231
359,360,360,781
359,360,360,1263
359,360,360,573
359,360,360,629
359,360,360,2822
359,360,360,744
359,360,360,2614
359,360,360,27
359,360,360,2226
359,360,360,2253
359,360,360,397
359,360,360,2832
359,360,360,335
359,360,360,2201
359,360,360,1855
359,360,360,629
359,360,360,3356
359,360,360,1213
360,256,256,177
360,256,256,175
360,256,256,81
360,256,256,21
360,256,256,156
360,256,256,66
360,256,256,173
360,256,256,321
360,256,256,335
360,256,256,77
360,256,256,21
360,256,256,235
360,256,256,145
360,256,256,351
360,256,256,30
360,256,256,98
360,256,256,208
360,256,256,198
360,256,256,338
360,256,256,377
360,256,256,151
360,256,256,106
360,256,256,274
360,256,256,109
360,256,256,41
360,256,256,51
360,256,256,303
360,256,256,81
360,256,256,277
361,256,256,183
361,256,256,152
361,256,256,88
361,256,256,103
361,256,256,21
361,256,256,93
361,256,256,148
361,256,256,196
361,256,256,140
361,256,256,105
361,256,256,35
361,256,256,21
362,256,256,279
362,256,256,68
362,256,256,72
362,256,256,247
362,256,256,263
362,256,256,314
362,256,256,313
363,256,256,171
363,256,256,167
363,256,256,335
363,256,256,180
363,256,256,112
363,256,256,138
363,256,256,174
364,256,256,125
364,256,256,201
364,256,256,322
364,256,256,217
364,256,256,348
364,256,256,86
364,256,256,467
365,256,256,116
365,256,256,67
365,256,256,137
365,256,256,132
365,256,256,132
365,256,256,24
365,256,256,97
365,256,256,247
365,256,256,55
365,256,256,43
365,256,256,119
365,256,256,54
365,256,256,106
365,256,256,64
365,256,256,82
365,256,256,130
365,256,256,52
365,256,256,105
365,256,256,214
365,256,256,211
366,520,696,2001
366,520,696,1686
366,520,696,2346
366,520,696,1211
366,520,696,2355
366,520,696,1408
366,520,696,2357
366,520,696,2423
366,520,696,316
366,520,696,79
366,520,696,2443
366,520,696,2276
366,520,696,1255
366,520,696,2195
366,520,696,2474
366,520,696,1313
366,520,696,2773
366,520,696,1129
366,520,696,517
366,520,696,152
366,520,696,2279
366,520,696,1554
366,520,696,1726
366,520,696,624
366,520,696,1560
366,520,696,1802
366,520,696,308
366,520,696,661
366,520,696,703
366,520,696,1947
366,520,696,1857
366,520,696,1328
366,520,696,1630
366,520,696,3254
366,520,696,2119
366,520,696,1095
366,520,696,2543
366,520,696,2045
366,520,696,2621
367,520,696,386
367,520,696,85
367,520,696,648
367,520,696,388
367,520,696,645
367,520,696,159
367,520,696,430
367,520,696,795
367,520,696,881
367,520,696,1114
367,520,696,412
367,520,696,157
367,520,696,484
367,520,696,658
367,520,696,674
367,520,696,516
367,520,696,76
367,520,696,409
367,520,696,827
367,520,696,725
367,520,696,896
367,520,696,733
367,520,696,565
367,520,696,265
367,520,696,51
367,520,696,608
